"SG_UF";"CD_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"POPULACAO_ESTIMADA"
"RS";43;"20305";"Selbach";"5107"
"RS";43;"20321";"Senador Salgado Filho";"2770"
"RS";43;"20354";"Sentinela do Sul";"5609"
"RS";43;"20404";"Serafina Corrêa";"17795"
"RS";43;"20453";"Sério";"1924"
"RS";43;"20503";"Sertão";"5315"
"RS";43;"20552";"Sertão Santana";"6537"
"RS";43;"20578";"Sete de Setembro";"1950"
"RS";43;"20602";"Severiano de Almeida";"3631"
"RS";43;"20651";"Silveira Martins";"2374"
"RS";43;"20677";"Sinimbu";"10162"
"RS";43;"20701";"Sobradinho";"15005"
"RS";43;"20800";"Soledade";"31035"
"RS";43;"20859";"Tabaí";"4769"
"RS";43;"20909";"Tapejara";"24552"
"RS";43;"21006";"Tapera";"10577"
"RS";43;"21105";"Tapes";"17332"
"RS";43;"21204";"Taquara";"57584"
"RS";43;"21303";"Taquari";"26885"
"RS";43;"21329";"Taquaruçu do Sul";"3077"
"RS";43;"21352";"Tavares";"5483"
"RS";43;"21402";"Tenente Portela";"13434"
"RS";43;"21436";"Terra de Areia";"11315"
"RS";43;"21451";"Teutônia";"33766"
"RS";43;"21469";"Tio Hugo";"3055"
"RS";43;"21477";"Tiradentes do Sul";"5616"
"RS";43;"21493";"Toropi";"2772"
"RS";43;"21501";"Torres";"39064"
"RS";43;"21600";"Tramandaí";"52632"
"RS";43;"21626";"Travesseiro";"2334"
"RS";43;"21634";"Três Arroios";"2643"
"RS";43;"21667";"Três Cachoeiras";"11115"
"RS";43;"21709";"Três Coroas";"28581"
"RS";43;"21808";"Três de Maio";"23876"
"RS";43;"21832";"Três Forquilhas";"2669"
"RS";43;"21857";"Três Palmeiras";"4251"
"RS";43;"21907";"Três Passos";"23852"
"RS";43;"21956";"Trindade do Sul";"5791"
"RS";43;"22004";"Triunfo";"29856"
"RS";43;"22103";"Tucunduva";"5644"
"RS";43;"22152";"Tunas";"4577"
"RS";43;"22186";"Tupanci do Sul";"1459"
"RS";43;"22202";"Tupanciretã";"24068"
"RS";43;"22251";"Tupandi";"4939"
"RS";43;"22301";"Tuparendi";"7810"
"RS";43;"22327";"Turuçu";"3423"
"RS";43;"22343";"Ubiretama";"1983"
"RS";43;"22350";"União da Serra";"1118"
"RS";43;"22376";"Unistalda";"2321"
"RS";43;"22400";"Uruguaiana";"126866"
"RS";43;"22509";"Vacaria";"66575"
"RS";43;"22525";"Vale Verde";"3515"
"RS";43;"22533";"Vale do Sol";"11828"
"RS";43;"22541";"Vale Real";"5981"
"RS";43;"22558";"Vanini";"2122"
"RS";43;"22608";"Venâncio Aires";"71973"
"RS";43;"22707";"Vera Cruz";"27099"
"RS";43;"22806";"Veranópolis";"26533"
"RS";43;"22855";"Vespasiano Corrêa";"1795"
"RS";43;"22905";"Viadutos";"4690"
"RS";43;"23002";"Viamão";"256302"
"RS";43;"23101";"Vicente Dutra";"4599"
"RS";43;"23200";"Victor Graeff";"2860"
"RS";43;"23309";"Vila Flores";"3396"
"RS";43;"23358";"Vila Lângaro";"2080"
"RS";43;"23408";"Vila Maria";"4363"
"RS";43;"23457";"Vila Nova do Sul";"4277"
"RS";43;"23507";"Vista Alegre";"2739"
"RS";43;"23606";"Vista Alegre do Prata";"1557"
"RS";43;"23705";"Vista Gaúcha";"2855"
"RS";43;"23754";"Vitória das Missões";"3092"
"RS";43;"23770";"Westfália";"3031"
"RS";43;"23804";"Xangri-lá";"16775"
"SC";42;"00051";"Abdon Batista";"2548"
"SC";42;"00101";"Abelardo Luz";"17960"
"SC";42;"00200";"Agrolândia";"11013"
"SC";42;"00309";"Agronômica";"5509"
"SC";42;"00408";"Água Doce";"7152"
"SC";42;"00507";"Águas de Chapecó";"6515"
"SC";42;"00556";"Águas Frias";"2354"
"SC";42;"00606";"Águas Mornas";"6559"
"SC";42;"00705";"Alfredo Wagner";"10086"
"SC";42;"00754";"Alto Bela Vista";"1926"
"SC";42;"00804";"Anchieta";"5557"
"SC";42;"00903";"Angelina";"4743"
"SC";42;"01000";"Anita Garibaldi";"6957"
"SC";42;"01109";"Anitápolis";"3228"
"SC";42;"01208";"Antônio Carlos";"8613"
"SC";42;"01257";"Apiúna";"10848"
"SC";42;"01273";"Arabutã";"4267"
"SC";42;"01307";"Araquari";"39524"
"SC";42;"01406";"Araranguá";"68867"
"SC";42;"01505";"Armazém";"8759"
"SC";42;"01604";"Arroio Trinta";"3549"
"SC";42;"01653";"Arvoredo";"2234"
"SC";42;"01703";"Ascurra";"7978"
"SC";42;"01802";"Atalanta";"3195"
"SC";42;"01901";"Aurora";"5683"
"SC";42;"01950";"Balneário Arroio do Silva";"13430"
"SC";42;"02008";"Balneário Camboriú";"145796"
"SC";42;"02057";"Balneário Barra do Sul";"11035"
"SC";42;"02073";"Balneário Gaivota";"11260"
"SC";42;"02081";"Bandeirante";"2648"
"SC";42;"02099";"Barra Bonita";"1651"
"SC";42;"02107";"Barra Velha";"29860"
"SC";42;"02131";"Bela Vista do Toldo";"6362"
"SC";42;"02156";"Belmonte";"2709"
"SC";42;"02206";"Benedito Novo";"11775"
"SC";42;"02305";"Biguaçu";"69486"
"SC";42;"02404";"Blumenau";"361855"
"SC";42;"02438";"Bocaina do Sul";"3488"
"SC";42;"02453";"Bombinhas";"20335"
"SC";42;"02503";"Bom Jardim da Serra";"4772"
"SC";42;"02537";"Bom Jesus";"3057"
"SC";42;"02578";"Bom Jesus do Oeste";"2139"
"SC";42;"02602";"Bom Retiro";"10060"
"SC";42;"02701";"Botuverá";"5322"
"SC";42;"02800";"Braço do Norte";"33876"
"SC";42;"02859";"Braço do Trombudo";"3769"
"SC";42;"02875";"Brunópolis";"2368"
"SC";42;"02909";"Brusque";"137689"
"SC";42;"03006";"Caçador";"79313"
"SC";42;"03105";"Caibi";"6130"
"SC";42;"03154";"Calmon";"3335"
"SC";42;"03204";"Camboriú";"85105"
"SC";42;"03253";"Capão Alto";"2496"
"SC";42;"03303";"Campo Alegre";"11981"
"SC";42;"03402";"Campo Belo do Sul";"6952"
"SC";42;"03501";"Campo Erê";"8418"
"SC";42;"03600";"Campos Novos";"36556"
"SC";42;"03709";"Canelinha";"12398"
"SC";42;"03808";"Canoinhas";"54480"
"SC";42;"03907";"Capinzal";"23035"
"SC";42;"03956";"Capivari de Baixo";"25177"
"SC";42;"04004";"Catanduvas";"10984"
"SC";42;"04103";"Caxambu do Sul";"3551"
"SC";42;"04152";"Celso Ramos";"2719"
"SC";42;"04178";"Cerro Negro";"3068"
"SC";42;"04194";"Chapadão do Lageado";"3006"
"SC";42;"04202";"Chapecó";"224013"
"SC";42;"04251";"Cocal do Sul";"16821"
"SC";42;"04301";"Concórdia";"75167"
"SC";42;"04350";"Cordilheira Alta";"4520"
"SC";42;"04400";"Coronel Freitas";"9940"
"SC";42;"04459";"Coronel Martins";"2555"
"SC";42;"04509";"Corupá";"16107"
"SC";42;"04558";"Correia Pinto";"12553"
"SC";42;"04608";"Criciúma";"217311"
"SC";42;"04707";"Cunha Porã";"11118"
"SC";42;"04756";"Cunhataí";"1967"
"SC";42;"04806";"Curitibanos";"39893"
"SC";42;"04905";"Descanso";"8192"
"SC";42;"05001";"Dionísio Cerqueira";"15545"
"SC";42;"05100";"Dona Emma";"4186"
"SC";42;"05159";"Doutor Pedrinho";"4115"
"SC";42;"05175";"Entre Rios";"3218"
"SC";42;"05191";"Ermo";"2061"
"SC";42;"05209";"Erval Velho";"4418"
"SC";42;"05308";"Faxinal dos Guedes";"10649"
"SC";42;"05357";"Flor do Sertão";"1579"
"SC";42;"05407";"Florianópolis";"508826"
"SC";42;"05431";"Formosa do Sul";"2495"
"SC";42;"05456";"Forquilhinha";"27211"
"SC";42;"05506";"Fraiburgo";"36584"
"SC";42;"05555";"Frei Rogério";"1970"
"SC";42;"05605";"Galvão";"2791"
"SC";42;"05704";"Garopaba";"23579"
"SC";42;"05803";"Garuva";"18484"
"SC";42;"05902";"Gaspar";"70793"
"SC";42;"06009";"Governador Celso Ramos";"14606"
"SC";42;"06108";"Grão Pará";"6595"
"SC";42;"06207";"Gravatal";"11577"
"SC";42;"06306";"Guabiruba";"24382"
"SC";42;"06405";"Guaraciaba";"10026"
"SC";42;"06504";"Guaramirim";"45797"
"SC";42;"06603";"Guarujá do Sul";"5178"
"SC";42;"06652";"Guatambú";"4698"
"SC";42;"06702";"Herval d'Oeste";"22714"
"SC";42;"06751";"Ibiam";"1954"
"SC";42;"06801";"Ibicaré";"3178"
"SC";42;"06900";"Ibirama";"19096"
"SC";42;"07007";"Içara";"57247"
"SC";42;"07106";"Ilhota";"14359"
"SC";42;"07205";"Imaruí";"9948"
"SC";42;"07304";"Imbituba";"45286"
"SC";42;"07403";"Imbuia";"6241"
"SC";42;"07502";"Indaial";"70900"
"SC";42;"07577";"Iomerê";"2962"
"SC";42;"07601";"Ipira";"4406"
"SC";42;"07650";"Iporã do Oeste";"9045"
"SC";42;"07684";"Ipuaçu";"7579"
"SC";42;"07700";"Ipumirim";"7620"
"SC";42;"07759";"Iraceminha";"3938"
"SC";42;"07809";"Irani";"10498"
"SC";42;"07858";"Irati";"1909"
"SC";42;"07908";"Irineópolis";"11289"
"SC";42;"08005";"Itá";"6129"
"SC";42;"08104";"Itaiópolis";"21780"
"SC";42;"08203";"Itajaí";"223112"
"SC";42;"08302";"Itapema";"67338"
"SC";42;"08401";"Itapiranga";"17007"
"SC";42;"08450";"Itapoá";"21177"
"SC";42;"08500";"Ituporanga";"25355"
"SC";42;"08609";"Jaborá";"3918"
"SC";42;"08708";"Jacinto Machado";"10376"
"SC";42;"08807";"Jaguaruna";"20288"
"SC";42;"08906";"Jaraguá do Sul";"181173"
"SC";42;"08955";"Jardinópolis";"1546"
"SC";42;"09003";"Joaçaba";"30404"
"SC";42;"09102";"Joinville";"597658"
"SC";42;"09151";"José Boiteux";"5007"
"SC";42;"09177";"Jupiá";"2092"
"SC";42;"09201";"Lacerdópolis";"2247"
"SC";42;"09300";"Lages";"157349"
"SC";42;"09409";"Laguna";"46122"
"SC";42;"09458";"Lajeado Grande";"1418"
"SC";42;"09508";"Laurentino";"7063"
"SC";42;"09607";"Lauro Müller";"15313"
"SC";42;"09706";"Lebon Régis";"12115"
"SC";42;"09805";"Leoberto Leal";"3000"
"SC";42;"09854";"Lindóia do Sul";"4546"
"SC";42;"09904";"Lontras";"12315"
"SC";42;"10001";"Luiz Alves";"13107"
"SC";42;"10035";"Luzerna";"5684"
"SC";42;"10050";"Macieira";"1766"
"SC";42;"10100";"Mafra";"56561"
"SC";42;"10209";"Major Gercino";"3454"
"SC";42;"10308";"Major Vieira";"8156"
"SC";42;"10407";"Maracajá";"7378"
"SC";42;"10506";"Maravilha";"26116"
"SC";42;"10555";"Marema";"1750"
"SC";42;"10605";"Massaranduba";"17125"
"SC";42;"10704";"Matos Costa";"2480"
"SC";42;"10803";"Meleiro";"7001"
"SC";42;"10852";"Mirim Doce";"2283"
"SC";42;"10902";"Modelo";"4218"
"SC";42;"11009";"Mondaí";"11889"
"SC";42;"11058";"Monte Carlo";"9906"
"SC";42;"11108";"Monte Castelo";"8269"
"SC";42;"11207";"Morro da Fumaça";"17947"
"SC";42;"11256";"Morro Grande";"2888"
"SC";42;"11306";"Navegantes";"83626"
"SC";42;"11405";"Nova Erechim";"5092"
"SC";42;"11454";"Nova Itaberaba";"4329"
"SC";42;"11504";"Nova Trento";"14782"
"SC";42;"11603";"Nova Veneza";"15342"
"SC";42;"11652";"Novo Horizonte";"2404"
"SC";42;"11702";"Orleans";"23038"
"SC";42;"11751";"Otacílio Costa";"18975"
"SC";42;"11801";"Ouro";"7272"
"SC";42;"11850";"Ouro Verde";"2207"
"SC";42;"11876";"Paial";"1474"
"SC";42;"11892";"Painel";"2356"
"SC";42;"11900";"Palhoça";"175272"
"SC";42;"12007";"Palma Sola";"7372"
"SC";42;"12056";"Palmeira";"2650"
"SC";42;"12106";"Palmitos";"16157"
"SC";42;"12205";"Papanduva";"19422"
"SC";42;"12239";"Paraíso";"3360"
"SC";42;"12254";"Passo de Torres";"9048"
"SC";42;"12270";"Passos Maia";"4109"
"SC";42;"12304";"Paulo Lopes";"7569"
"SC";42;"12403";"Pedras Grandes";"3953"
"SC";42;"12502";"Penha";"33284"
"SC";42;"12601";"Peritiba";"2760"
"SC";42;"12650";"Pescaria Brava";"10159"
"SC";42;"12700";"Petrolândia";"5905"
"SC";42;"12809";"Balneário Piçarras";"23772"
"SC";42;"12908";"Pinhalzinho";"20712"
"SC";42;"13005";"Pinheiro Preto";"3596"
"SC";42;"13104";"Piratuba";"3745"
"SC";42;"13153";"Planalto Alegre";"2888"
"SC";42;"13203";"Pomerode";"34010"
"SC";42;"13302";"Ponte Alta";"4650"
"SC";42;"13351";"Ponte Alta do Norte";"3420"
"SC";42;"13401";"Ponte Serrada";"11634"
"SC";42;"13500";"Porto Belo";"21932"
"SC";42;"13609";"Porto União";"35543"
"SC";42;"13708";"Pouso Redondo";"17712"
"SC";42;"13807";"Praia Grande";"7312"
"SC";42;"13906";"Presidente Castello Branco";"1547"
"SC";42;"14003";"Presidente Getúlio";"17726"
"SC";42;"14102";"Presidente Nereu";"2283"
"SC";42;"14151";"Princesa";"2937"
"SC";42;"14201";"Quilombo";"9829"
"SC";42;"14300";"Rancho Queimado";"2887"
"SC";42;"14409";"Rio das Antas";"6202"
"SC";42;"14508";"Rio do Campo";"5902"
"SC";42;"14607";"Rio do Oeste";"7520"
"SC";42;"14706";"Rio dos Cedros";"11808"
"SC";42;"14805";"Rio do Sul";"72006"
"SC";42;"14904";"Rio Fortuna";"4620"
"SC";42;"15000";"Rio Negrinho";"42495"
"SC";42;"15059";"Rio Rufino";"2483"
"SC";42;"15075";"Riqueza";"4561"
"SC";42;"15109";"Rodeio";"11600"
"SC";42;"15208";"Romelândia";"4684"
"SC";42;"15307";"Salete";"7659"
"SC";42;"15356";"Saltinho";"3754"
"SC";42;"15406";"Salto Veloso";"4756"
"SC";42;"15455";"Sangão";"12905"
"SC";42;"15505";"Santa Cecília";"16918"
"SC";42;"15554";"Santa Helena";"2200"
"SC";42;"15604";"Santa Rosa de Lima";"2147"
"SC";42;"15653";"Santa Rosa do Sul";"8378"
"SC";42;"15679";"Santa Terezinha";"8773"
"SC";42;"15687";"Santa Terezinha do Progresso";"2372"
"SC";42;"15695";"Santiago do Sul";"1235"
"SC";42;"15703";"Santo Amaro da Imperatriz";"23579"
"SC";42;"15752";"São Bernardino";"2287"
"SC";42;"15802";"São Bento do Sul";"85421"
"SC";42;"15901";"São Bonifácio";"2814"
"SC";42;"16008";"São Carlos";"11369"
"SC";42;"16057";"São Cristóvão do Sul";"5598"
"SC";42;"16107";"São Domingos";"9434"
"SC";42;"16206";"São Francisco do Sul";"53746"
"SC";42;"16255";"São João do Oeste";"6402"
"SC";42;"16305";"São João Batista";"38583"
"SC";42;"16354";"São João do Itaperiú";"3759"
"SC";42;"16404";"São João do Sul";"7315"
"SC";42;"16503";"São Joaquim";"27139"
"SC";42;"16602";"São José";"250181"
"SC";42;"16701";"São José do Cedro";"13820"
"SC";42;"16800";"São José do Cerrito";"8173"
"SC";42;"16909";"São Lourenço do Oeste";"24291"
"SC";42;"17006";"São Ludgero";"13650"
"SC";42;"17105";"São Martinho";"3171"
"SC";42;"17154";"São Miguel da Boa Vista";"1807"
"SC";42;"17204";"São Miguel do Oeste";"40868"
"SC";42;"17253";"São Pedro de Alcântara";"5935"
"SC";42;"17303";"Saudades";"9810"
"SC";42;"17402";"Schroeder";"21991"
"SC";42;"17501";"Seara";"17576"
"SC";42;"17550";"Serra Alta";"3256"
"SC";42;"17600";"Siderópolis";"14092"
"SC";42;"17709";"Sombrio";"30733"
"SC";42;"17758";"Sul Brasil";"2423"
"SC";42;"17808";"Taió";"18486"
"SC";42;"17907";"Tangará";"8662"
"SC";42;"17956";"Tigrinhos";"1619"
"SC";42;"18004";"Tijucas";"39155"
"SC";42;"18103";"Timbé do Sul";"5343"
"SC";42;"18202";"Timbó";"44977"
"SC";42;"18251";"Timbó Grande";"7941"
"SC";42;"18301";"Três Barras";"19366"
"SC";42;"18350";"Treviso";"3966"
"SC";42;"18400";"Treze de Maio";"7093"
"SC";42;"18509";"Treze Tílias";"7991"
"SC";42;"18608";"Trombudo Central";"7434"
"SC";42;"18707";"Tubarão";"106422"
"SC";42;"18756";"Tunápolis";"4525"
"SC";42;"18806";"Turvo";"12990"
"SC";42;"18855";"União do Oeste";"2412"
"SC";42;"18905";"Urubici";"11273"
"SC";42;"18954";"Urupema";"2459"
"SC";42;"19002";"Urussanga";"21344"
"SC";42;"19101";"Vargeão";"3571"
"SC";42;"19150";"Vargem";"2432"
"SC";42;"19176";"Vargem Bonita";"4451"
"SC";42;"19200";"Vidal Ramos";"6329"
"SC";42;"19309";"Videira";"53610"
"SC";42;"19358";"Vitor Meireles";"4943"
"SC";42;"19408";"Witmarsum";"3998"
"SC";42;"19507";"Xanxerê";"51642"
"SC";42;"19606";"Xavantina";"3903"
"SC";42;"19705";"Xaxim";"28983"
"SC";42;"19853";"Zortéa";"3398"
"SC";42;"20000";"Balneário Rincão";"12946"
"SE";28;"00100";"Amparo de São Francisco";"2380"
"SE";28;"00209";"Aquidabã";"21681"
"SE";28;"00308";"Aracaju";"664908"
"SE";28;"00407";"Arauá";"9947"
"SE";28;"00506";"Areia Branca";"18686"
"SE";28;"00605";"Barra dos Coqueiros";"30930"
"SE";28;"00670";"Boquim";"26899"
"SE";28;"00704";"Brejo Grande";"8353"
"SE";28;"01009";"Campo do Brito";"18218"
"SE";28;"01108";"Canhoba";"4006"
"SE";28;"01207";"Canindé de São Francisco";"30402"
"SE";28;"01306";"Capela";"34514"
"SE";28;"01405";"Carira";"22239"
"SE";28;"01504";"Carmópolis";"16937"
"SE";28;"01603";"Cedro de São João";"5913"
"SE";28;"01702";"Cristinápolis";"18029"
"SE";28;"01900";"Cumbe";"3998"
"SE";28;"02007";"Divina Pastora";"5215"
"SE";28;"02106";"Estância";"69556"
"SE";28;"02205";"Feira Nova";"5601"
"SE";28;"02304";"Frei Paulo";"15556"
"SE";28;"02403";"Gararu";"11601"
"SE";28;"02502";"General Maynard";"3384"
"SE";28;"02601";"Graccho Cardoso";"5824"
"SE";28;"02700";"Ilha das Flores";"8521"
"SE";28;"02809";"Indiaroba";"18149"
"SE";28;"02908";"Itabaiana";"96142"
"SE";28;"03005";"Itabaianinha";"42166"
"SE";28;"03104";"Itabi";"4886"
"SE";28;"03203";"Itaporanga d'Ajuda";"34709"
"SE";28;"03302";"Japaratuba";"18907"
"SE";28;"03401";"Japoatã";"13429"
"SE";28;"03500";"Lagarto";"105221"
"SE";28;"03609";"Laranjeiras";"30080"
"SE";28;"03708";"Macambira";"6961"
"SE";28;"03807";"Malhada dos Bois";"3699"
"SE";28;"03906";"Malhador";"12653"
"SE";28;"04003";"Maruim";"17271"
"SE";28;"04102";"Moita Bonita";"11348"
"SE";28;"04201";"Monte Alegre de Sergipe";"15175"
"SE";28;"04300";"Muribeca";"7639"
"SE";28;"04409";"Neópolis";"18703"
"SE";28;"04458";"Nossa Senhora Aparecida";"8809"
"SE";28;"04508";"Nossa Senhora da Glória";"37324"
"SE";28;"04607";"Nossa Senhora das Dores";"26795"
"SE";28;"04706";"Nossa Senhora de Lourdes";"6496"
"SE";28;"04805";"Nossa Senhora do Socorro";"185706"
"SE";28;"04904";"Pacatuba";"14540"
"SE";28;"05000";"Pedra Mole";"3285"
"SE";28;"05109";"Pedrinhas";"9665"
"SE";28;"05208";"Pinhão";"6627"
"SE";28;"05307";"Pirambu";"9359"
"SE";28;"05406";"Poço Redondo";"35122"
"SE";28;"05505";"Poço Verde";"23867"
"SE";28;"05604";"Porto da Folha";"28693"
"SE";28;"05703";"Propriá";"29692"
"SE";28;"05802";"Riachão do Dantas";"19809"
"SE";28;"05901";"Riachuelo";"10284"
"SE";28;"06008";"Ribeirópolis";"18773"
"SE";28;"06107";"Rosário do Catete";"11008"
"SE";28;"06206";"Salgado";"20025"
"SE";28;"06305";"Santa Luzia do Itanhy";"14121"
"SE";28;"06404";"Santana do São Francisco";"7844"
"SE";28;"06503";"Santa Rosa de Lima";"3923"
"SE";28;"06602";"Santo Amaro das Brotas";"12151"
"SE";28;"06701";"São Cristóvão";"91093"
"SE";28;"06800";"São Domingos";"11207"
"SE";28;"06909";"São Francisco";"3781"
"SE";28;"07006";"São Miguel do Aleixo";"3947"
"SE";28;"07105";"Simão Dias";"40606"
"SE";28;"07204";"Siriri";"8970"
"SE";28;"07303";"Telha";"3249"
"SE";28;"07402";"Tobias Barreto";"52530"
"SE";28;"07501";"Tomar do Geru";"13535"
"SE";28;"07600";"Umbaúba";"25550"
"SP";35;"00105";"Adamantina";"35111"
"SP";35;"00204";"Adolfo";"3554"
"SP";35;"00303";"Aguaí";"36648"
"SP";35;"00402";"Águas da Prata";"8221"
"SP";35;"00501";"Águas de Lindóia";"18808"
"SP";35;"00550";"Águas de Santa Bárbara";"6109"
"SP";35;"00600";"Águas de São Pedro";"3521"
"SP";35;"00709";"Agudos";"37401"
"SP";35;"00758";"Alambari";"6129"
"SP";35;"00808";"Alfredo Marcondes";"4184"
"SP";35;"00907";"Altair";"4186"
"SP";35;"01004";"Altinópolis";"16203"
"SP";35;"01103";"Alto Alegre";"4088"
"SP";35;"01152";"Alumínio";"18767"
"SP";35;"01202";"Álvares Florence";"3647"
"SP";35;"01301";"Álvares Machado";"24998"
"SP";35;"01400";"Álvaro de Carvalho";"5274"
"SP";35;"01509";"Alvinlândia";"3237"
"SP";35;"01608";"Americana";"242018"
"SP";35;"01707";"Américo Brasiliense";"41032"
"SP";35;"01806";"Américo de Campos";"5981"
"SP";35;"01905";"Amparo";"72677"
"SP";35;"02002";"Analândia";"5056"
"SP";35;"02101";"Andradina";"57202"
"SP";35;"02200";"Angatuba";"25479"
"SP";35;"02309";"Anhembi";"6819"
"SP";35;"02408";"Anhumas";"4144"
"SP";35;"02507";"Aparecida";"36185"
"SP";35;"02606";"Aparecida d'Oeste";"4158"
"SP";35;"02705";"Apiaí";"24226"
"SP";35;"02754";"Araçariguama";"22860"
"SP";35;"02804";"Araçatuba";"198129"
"SP";35;"02903";"Araçoiaba da Serra";"34776"
"SP";35;"03000";"Aramina";"5655"
"SP";35;"03109";"Arandu";"6365"
"SP";35;"03158";"Arapeí";"2460"
"SP";35;"03208";"Araraquara";"238339"
"SP";35;"03307";"Araras";"135506"
"SP";35;"03356";"Arco-Íris";"1773"
"SP";35;"03406";"Arealva";"8613"
"SP";35;"03505";"Areias";"3896"
"SP";35;"03604";"Areiópolis";"11158"
"SP";35;"03703";"Ariranha";"9761"
"SP";35;"03802";"Artur Nogueira";"55340"
"SP";35;"03901";"Arujá";"91157"
"SP";35;"03950";"Aspásia";"1818"
"SP";35;"04008";"Assis";"105087"
"SP";35;"04107";"Atibaia";"144088"
"SP";35;"04206";"Auriflama";"15253"
"SP";35;"04305";"Avaí";"5436"
"SP";35;"04404";"Avanhandava";"13859"
"SP";35;"04503";"Avaré";"91232"
"SP";35;"04602";"Bady Bassitt";"17761"
"SP";35;"04701";"Balbinos";"5934"
"SP";35;"04800";"Bálsamo";"9139"
"SP";35;"04909";"Bananal";"10993"
"SP";35;"05005";"Barão de Antonina";"3498"
"SP";35;"05104";"Barbosa";"7468"
"SP";35;"05203";"Bariri";"35558"
"SP";35;"05302";"Barra Bonita";"36126"
"SP";35;"05351";"Barra do Chapéu";"5760"
"SP";35;"05401";"Barra do Turvo";"7632"
"SP";35;"05500";"Barretos";"122833"
"SP";35;"05609";"Barrinha";"33180"
"SP";35;"05708";"Barueri";"276982"
"SP";35;"05807";"Bastos";"20953"
"SP";35;"05906";"Batatais";"62980"
"SP";35;"06003";"Bauru";"379297"
"SP";35;"06102";"Bebedouro";"77555"
"SP";35;"06201";"Bento de Abreu";"3005"
"SP";35;"06300";"Bernardino de Campos";"11158"
"SP";35;"06359";"Bertioga";"64723"
"SP";35;"06409";"Bilac";"8117"
"SP";35;"06508";"Birigui";"124883"
"SP";35;"06607";"Biritiba Mirim";"32936"
"SP";35;"06706";"Boa Esperança do Sul";"15018"
"SP";35;"06805";"Bocaina";"12452"
"SP";35;"06904";"Bofete";"11921"
"SP";35;"07001";"Boituva";"62170"
"SP";35;"07100";"Bom Jesus dos Perdões";"25985"
"SP";35;"07159";"Bom Sucesso de Itararé";"3984"
"SP";35;"07209";"Borá";"838"
"SP";35;"07308";"Boracéia";"4868"
"SP";35;"07407";"Borborema";"16164"
"SP";35;"07456";"Borebi";"2683"
"SP";35;"07506";"Botucatu";"148130"
"SP";35;"07605";"Bragança Paulista";"170533"
"SP";35;"07704";"Braúna";"5741"
"SP";35;"07753";"Brejo Alegre";"2889"
"SP";35;"07803";"Brodowski";"25277"
"SP";35;"07902";"Brotas";"24636"
"SP";35;"08009";"Buri";"19965"
"SP";35;"08108";"Buritama";"17281"
"SP";35;"08207";"Buritizal";"4514"
"SP";35;"08306";"Cabrália Paulista";"4243"
"SP";35;"08405";"Cabreúva";"50429"
"SP";35;"08504";"Caçapava";"95018"
"SP";35;"08603";"Cachoeira Paulista";"33581"
"SP";35;"08702";"Caconde";"19009"
"SP";35;"08801";"Cafelândia";"17843"
"SP";35;"08900";"Caiabu";"4193"
"SP";35;"09007";"Caieiras";"102775"
"SP";35;"09106";"Caiuá";"5946"
"SP";35;"09205";"Cajamar";"77934"
"SP";35;"09254";"Cajati";"28494"
"SP";35;"09304";"Cajobi";"10596"
"SP";35;"09403";"Cajuru";"26393"
"SP";35;"09452";"Campina do Monte Alegre";"6057"
"SP";35;"09502";"Campinas";"1213792"
"SP";35;"09601";"Campo Limpo Paulista";"85541"
"SP";35;"09700";"Campos do Jordão";"52405"
"SP";35;"09809";"Campos Novos Paulista";"4997"
"SP";35;"09908";"Cananéia";"12541"
"SP";35;"09957";"Canas";"5204"
"SP";35;"10005";"Cândido Mota";"31346"
"SP";35;"10104";"Cândido Rodrigues";"2799"
"SP";35;"10153";"Canitar";"5292"
"SP";35;"10203";"Capão Bonito";"47118"
"SP";35;"10302";"Capela do Alto";"20985"
"SP";35;"10401";"Capivari";"56379"
"SP";35;"10500";"Caraguatatuba";"123389"
"SP";35;"10609";"Carapicuíba";"403183"
"SP";35;"10708";"Cardoso";"12349"
"SP";35;"10807";"Casa Branca";"30520"
"SP";35;"10906";"Cássia dos Coqueiros";"2505"
"SP";35;"11003";"Castilho";"21267"
"SP";35;"11102";"Catanduva";"122497"
"SP";35;"11201";"Catiguá";"7855"
"SP";35;"11300";"Cedral";"9346"
"SP";35;"11409";"Cerqueira César";"20191"
"SP";35;"11508";"Cerquilho";"49802"
"SP";35;"11607";"Cesário Lange";"18375"
"SP";35;"11706";"Charqueada";"17367"
"SP";35;"11904";"Clementina";"8757"
"SP";35;"12001";"Colina";"18535"
"SP";35;"12100";"Colômbia";"6216"
"SP";35;"12209";"Conchal";"28273"
"SP";35;"12308";"Conchas";"18019"
"SP";35;"12407";"Cordeirópolis";"24826"
"SP";35;"12506";"Coroados";"6129"
"SP";35;"12605";"Coronel Macedo";"4635"
"SP";35;"12704";"Corumbataí";"4064"
"SP";35;"12803";"Cosmópolis";"73474"
"SP";35;"12902";"Cosmorama";"7298"
"SP";35;"13009";"Cotia";"253608"
"SP";35;"13108";"Cravinhos";"35579"
"SP";35;"13207";"Cristais Paulista";"8718"
"SP";35;"13306";"Cruzália";"2046"
"SP";35;"13405";"Cruzeiro";"82571"
"SP";35;"13504";"Cubatão";"131626"
"SP";35;"13603";"Cunha";"21459"
"SP";35;"13702";"Descalvado";"33910"
"SP";35;"13801";"Diadema";"426757"
"SP";35;"13850";"Dirce Reis";"1799"
